AutoRange,On
Start Time,2024-08-23 13:20:02.205890
Firmware Version,K-01.07.03-01.00-01.10-01.05
ResolutionEnum,SLOW
Serial Number,CN63230064
Stop Time,2024-08-23 16:19:47.024456
Model,EDU34450A
TriggerSource,Immediate
AutoImpedance,10 MΩ
Address,USB0::0x2A8D::0x8E01::CN63230064::0::INSTR
TriggerDelay,0.0
Range(VDC),0.1
Sample Count,11887

Time Stamp(s),Records,DC Voltage(VDC),
2024-08-23 13:54:48.108316,2307,0.158927537,
2024-08-23 13:54:49.086480,2308,0.159020753,
2024-08-23 13:54:50.067289,2309,0.158948475,
2024-08-23 13:54:51.051641,2310,0.158847548,
2024-08-23 13:54:52.028562,2311,0.15892259,
2024-08-23 13:54:52.904347,2312,0.158886907,
2024-08-23 13:54:53.765858,2313,0.158794819,
2024-08-23 13:54:54.627493,2314,0.158782736,
2024-08-23 13:54:55.481697,2315,0.158853821,
2024-08-23 13:54:56.349125,2316,0.15905347,
2024-08-23 13:54:57.206257,2317,0.159060783,
2024-08-23 13:54:58.062813,2318,0.158876337,
2024-08-23 13:54:58.926736,2319,0.158805237,
2024-08-23 13:54:59.789419,2320,0.15895301,
2024-08-23 13:55:00.642056,2321,0.159041352,
2024-08-23 13:55:01.623768,2322,0.159072509,
2024-08-23 13:55:02.602356,2323,0.159195854,
2024-08-23 13:55:03.587978,2324,0.159161667,
2024-08-23 13:55:04.564867,2325,0.158961453,
2024-08-23 13:55:05.546778,2326,0.158873305,
2024-08-23 13:55:06.443315,2327,0.158780137,
2024-08-23 13:55:07.302880,2328,0.158836559,
2024-08-23 13:55:08.166653,2329,0.158970411,
2024-08-23 13:55:09.021518,2330,0.158822151,
2024-08-23 13:55:09.887026,2331,0.158759687,
2024-08-23 13:55:10.741273,2332,0.158741072,
2024-08-23 13:55:11.603750,2333,0.158676504,
2024-08-23 13:55:12.465973,2334,0.158571219,
2024-08-23 13:55:13.324094,2335,0.158673813,
2024-08-23 13:55:14.180761,2336,0.158785848,
2024-08-23 13:55:15.166288,2337,0.158757336,
2024-08-23 13:55:16.152010,2338,0.158736225,
2024-08-23 13:55:17.121241,2339,0.158701213,
2024-08-23 13:55:18.102232,2340,0.158559736,
2024-08-23 13:55:19.091905,2341,0.158632908,
2024-08-23 13:55:19.987724,2342,0.15865131,
2024-08-23 13:55:20.846234,2343,0.158747184,
2024-08-23 13:55:21.700917,2344,0.158945558,
2024-08-23 13:55:22.566319,2345,0.158971156,
2024-08-23 13:55:23.426990,2346,0.158918694,
2024-08-23 13:55:24.283197,2347,0.159007504,
2024-08-23 13:55:25.142595,2348,0.159094069,
2024-08-23 13:55:26.002898,2349,0.159071149,
2024-08-23 13:55:26.860114,2350,0.15888914,
2024-08-23 13:55:27.722373,2351,0.15891404,
2024-08-23 13:55:28.679690,2352,0.158990507,
2024-08-23 13:55:29.665154,2353,0.158948205,
2024-08-23 13:55:30.640943,2354,0.15900379,
2024-08-23 13:55:31.626881,2355,0.158936244,
2024-08-23 13:55:32.606272,2356,0.159000328,
2024-08-23 13:55:33.522890,2357,0.159040299,
2024-08-23 13:55:34.381635,2358,0.158951801,
2024-08-23 13:55:35.243607,2359,0.158800122,
2024-08-23 13:55:36.142683,2360,0.158781368,
2024-08-23 13:55:37.003782,2361,0.158864517,
2024-08-23 13:55:37.860769,2362,0.158937288,
2024-08-23 13:55:38.722796,2363,0.158973976,
2024-08-23 13:55:39.586021,2364,0.158886239,
2024-08-23 13:55:40.444917,2365,0.158723458,
2024-08-23 13:55:41.303345,2366,0.158501997,
2024-08-23 13:55:42.261454,2367,0.158461073,
2024-08-23 13:55:43.241732,2368,0.15832441,
2024-08-23 13:55:44.219453,2369,0.158563771,
2024-08-23 13:55:45.204475,2370,0.158714809,
2024-08-23 13:55:46.179143,2371,0.158770673,
2024-08-23 13:55:47.122911,2372,0.158731252,
2024-08-23 13:55:47.986304,2373,0.158621773,
2024-08-23 13:55:48.843998,2374,0.15858385,
2024-08-23 13:55:49.703104,2375,0.158618255,
2024-08-23 13:55:50.560233,2376,0.158542434,
2024-08-23 13:55:51.426232,2377,0.15860236,
2024-08-23 13:55:52.280989,2378,0.158659413,
2024-08-23 13:55:53.142791,2379,0.158596357,
2024-08-23 13:55:54.005180,2380,0.158518811,
2024-08-23 13:55:54.862113,2381,0.158523445,
2024-08-23 13:55:55.801744,2382,0.158567264,
2024-08-23 13:55:56.782534,2383,0.158539804,
2024-08-23 13:55:57.763892,2384,0.158502014,
2024-08-23 13:55:58.746035,2385,0.158567167,
2024-08-23 13:55:59.721195,2386,0.158598451,
2024-08-23 13:56:00.659228,2387,0.158823356,
2024-08-23 13:56:01.525271,2388,0.15879802,
2024-08-23 13:56:02.384545,2389,0.158896711,
2024-08-23 13:56:03.241737,2390,0.158962035,
2024-08-23 13:56:04.103125,2391,0.158871227,
2024-08-23 13:56:04.966661,2392,0.158693134,
2024-08-23 13:56:05.818612,2393,0.158603125,
2024-08-23 13:56:06.683879,2394,0.15859456,
2024-08-23 13:56:07.542391,2395,0.158556054,
2024-08-23 13:56:08.399810,2396,0.158543183,
2024-08-23 13:56:09.344261,2397,0.158568735,
2024-08-23 13:56:10.318107,2398,0.158614501,
2024-08-23 13:56:11.300928,2399,0.15855062,
2024-08-23 13:56:12.281977,2400,0.158508215,
2024-08-23 13:56:13.257636,2401,0.15861627,
2024-08-23 13:56:14.204333,2402,0.15877184,
2024-08-23 13:56:15.057717,2403,0.158591046,
2024-08-23 13:56:15.923415,2404,0.159145715,
2024-08-23 13:56:16.782752,2405,0.158631555,
2024-08-23 13:56:17.636625,2406,0.158314016,
2024-08-23 13:56:18.497337,2407,0.158195313,
2024-08-23 13:56:19.365363,2408,0.15836658,
2024-08-23 13:56:20.216485,2409,0.158400694,
2024-08-23 13:56:21.084236,2410,0.158298918,
2024-08-23 13:56:21.941752,2411,0.158444689,
2024-08-23 13:56:22.863409,2412,0.158438979,
2024-08-23 13:56:23.840468,2413,0.158442602,
2024-08-23 13:56:24.820385,2414,0.158495447,
2024-08-23 13:56:25.804121,2415,0.158416818,
2024-08-23 13:56:26.780175,2416,0.158412937,
2024-08-23 13:56:27.740348,2417,0.158418344,
2024-08-23 13:56:28.600171,2418,0.158409607,
2024-08-23 13:56:29.461601,2419,0.157772171,
2024-08-23 13:56:30.320102,2420,0.154382959,
2024-08-23 13:56:31.185475,2421,0.149121529,
2024-08-23 13:56:32.036919,2422,0.144027103,
2024-08-23 13:56:32.901466,2423,0.140791936,
2024-08-23 13:56:33.764900,2424,0.140459071,
2024-08-23 13:56:34.619457,2425,0.141585099,
2024-08-23 13:56:35.482445,2426,0.143341598,
2024-08-23 13:56:36.382275,2427,0.145466045,
2024-08-23 13:56:37.358720,2428,0.148050031,
2024-08-23 13:56:38.340647,2429,0.150547849,
2024-08-23 13:56:39.317376,2430,0.15222377,
2024-08-23 13:56:40.296677,2431,0.153253558,
2024-08-23 13:56:41.281470,2432,0.154299309,
2024-08-23 13:56:42.138780,2433,0.155055748,
2024-08-23 13:56:43.001181,2434,0.155581459,
2024-08-23 13:56:43.862976,2435,0.15648722,
2024-08-23 13:56:44.718461,2436,0.156914443,
2024-08-23 13:56:45.579152,2437,0.157138472,
2024-08-23 13:56:46.438179,2438,0.157396422,
2024-08-23 13:56:47.299104,2439,0.157753557,
2024-08-23 13:56:48.161776,2440,0.15769095,
2024-08-23 13:56:49.019842,2441,0.157687509,
2024-08-23 13:56:49.916569,2442,0.157722012,
2024-08-23 13:56:50.901793,2443,0.157926453,
2024-08-23 13:56:51.882114,2444,0.158052507,
2024-08-23 13:56:52.856003,2445,0.157695476,
2024-08-23 13:56:53.836134,2446,0.157923029,
2024-08-23 13:56:54.821120,2447,0.158130552,
2024-08-23 13:56:55.678374,2448,0.158244422,
2024-08-23 13:56:56.534365,2449,0.158235678,
2024-08-23 13:56:57.399971,2450,0.158291546,
2024-08-23 13:56:58.259675,2451,0.15833122,
2024-08-23 13:56:59.123939,2452,0.158352673,
2024-08-23 13:56:59.980568,2453,0.158323525,
2024-08-23 13:57:00.840907,2454,0.158254991,
2024-08-23 13:57:01.699278,2455,0.158192184,
2024-08-23 13:57:02.559387,2456,0.15821993,
2024-08-23 13:57:03.437690,2457,0.158035075,
2024-08-23 13:57:04.418965,2458,0.157955313,
2024-08-23 13:57:05.399376,2459,0.157944705,
2024-08-23 13:57:06.375428,2460,0.15793766,
2024-08-23 13:57:07.357166,2461,0.157688883,
2024-08-23 13:57:08.335051,2462,0.157069069,
2024-08-23 13:57:09.222663,2463,0.155781821,
2024-08-23 13:57:10.081415,2464,0.155774635,
2024-08-23 13:57:10.933728,2465,0.155608299,
2024-08-23 13:57:11.773786,2466,0.154938823,
2024-08-23 13:57:12.636380,2467,0.154555697,
2024-08-23 13:57:13.499488,2468,0.15503268,
2024-08-23 13:57:14.358925,2469,0.156039437,
2024-08-23 13:57:15.218746,2470,0.156543916,
2024-08-23 13:57:16.077537,2471,0.156785319,
2024-08-23 13:57:16.936494,2472,0.156833454,
2024-08-23 13:57:17.920784,2473,0.157203253,
2024-08-23 13:57:18.896556,2474,0.157650339,
2024-08-23 13:57:19.878193,2475,0.157779315,
2024-08-23 13:57:20.856506,2476,0.157813255,
2024-08-23 13:57:21.837661,2477,0.158087866,
2024-08-23 13:57:22.734594,2478,0.158303603,
2024-08-23 13:57:23.598836,2479,0.158242127,
2024-08-23 13:57:24.460107,2480,0.158028497,
2024-08-23 13:57:25.316460,2481,0.158069262,
2024-08-23 13:57:26.173284,2482,0.158318985,
2024-08-23 13:57:27.035317,2483,0.158330979,
2024-08-23 13:57:27.900328,2484,0.158267655,
2024-08-23 13:57:28.755625,2485,0.158167167,
2024-08-23 13:57:29.619333,2486,0.158170651,
2024-08-23 13:57:30.475918,2487,0.158087631,
2024-08-23 13:57:31.457877,2488,0.15813013,
2024-08-23 13:57:32.438545,2489,0.158145,
2024-08-23 13:57:33.419857,2490,0.157894555,
2024-08-23 13:57:34.396991,2491,0.158061142,
2024-08-23 13:57:35.375881,2492,0.158237146,
2024-08-23 13:57:36.270972,2493,0.158182921,
2024-08-23 13:57:37.131898,2494,0.15793248,
2024-08-23 13:57:37.991961,2495,0.157844599,
2024-08-23 13:57:38.912021,2496,0.157722407,
2024-08-23 13:57:39.778298,2497,0.157395608,
2024-08-23 13:57:40.631301,2498,0.157345436,
2024-08-23 13:57:41.498556,2499,0.157282922,
2024-08-23 13:57:42.351788,2500,0.157211951,
2024-08-23 13:57:43.217752,2501,0.157083709,
2024-08-23 13:57:44.084132,2502,0.157100246,
2024-08-23 13:57:45.058114,2503,0.157400372,
2024-08-23 13:57:46.032907,2504,0.1571431,
2024-08-23 13:57:47.014580,2505,0.156907886,
2024-08-23 13:57:47.992466,2506,0.156671102,
2024-08-23 13:57:48.972937,2507,0.156433246,
2024-08-23 13:57:49.871361,2508,0.156176885,
2024-08-23 13:57:50.736959,2509,0.156146105,
2024-08-23 13:57:51.594775,2510,0.155801027,
2024-08-23 13:57:52.456362,2511,0.154995348,
2024-08-23 13:57:53.313402,2512,0.15648074,
2024-08-23 13:57:54.175496,2513,0.163075535,
2024-08-23 13:57:55.035872,2514,0.165159297,
2024-08-23 13:57:55.895297,2515,0.165482871,
2024-08-23 13:57:56.751685,2516,0.165637155,
2024-08-23 13:57:57.611823,2517,0.165699101,
2024-08-23 13:57:58.571236,2518,0.165668423,
2024-08-23 13:57:59.548717,2519,0.16564408,
2024-08-23 13:58:00.515819,2520,0.165435347,
2024-08-23 13:58:01.494039,2521,0.165207115,
2024-08-23 13:58:02.475805,2522,0.165089561,
2024-08-23 13:58:03.391559,2523,0.162057071,
2024-08-23 13:58:04.251732,2524,0.166146953,
2024-08-23 13:58:05.109284,2525,0.168143604,
2024-08-23 13:58:05.971018,2526,0.168892124,
2024-08-23 13:58:06.832453,2527,0.169221174,
2024-08-23 13:58:07.692163,2528,0.16942689,
2024-08-23 13:58:08.554748,2529,0.169479543,
2024-08-23 13:58:09.412728,2530,0.169614198,
2024-08-23 13:58:10.269488,2531,0.169676287,
2024-08-23 13:58:11.130470,2532,0.16980237,
2024-08-23 13:58:12.070538,2533,0.169694111,
2024-08-23 13:58:13.106975,2534,0.169714141,
2024-08-23 13:58:14.079874,2535,0.169699016,
2024-08-23 13:58:15.070429,2536,0.169705236,
2024-08-23 13:58:16.054275,2537,0.169653407,
2024-08-23 13:58:16.990464,2538,0.169645095,
2024-08-23 13:58:17.870867,2539,0.169698353,
2024-08-23 13:58:18.740381,2540,0.169801543,
2024-08-23 13:58:19.587174,2541,0.169741608,
2024-08-23 13:58:20.449615,2542,0.169763025,
2024-08-23 13:58:21.313037,2543,0.169827135,
2024-08-23 13:58:22.173346,2544,0.169821176,
2024-08-23 13:58:23.026482,2545,0.169800449,
2024-08-23 13:58:23.890867,2546,0.169822483,
2024-08-23 13:58:24.752378,2547,0.169815556,
2024-08-23 13:58:25.693810,2548,0.169832111,
2024-08-23 13:58:26.670650,2549,0.169830403,
2024-08-23 13:58:27.649310,2550,0.169745371,
2024-08-23 13:58:28.628812,2551,0.16963629,
2024-08-23 13:58:29.611107,2552,0.169601798,
2024-08-23 13:58:30.550998,2553,0.169569612,
2024-08-23 13:58:31.406587,2554,0.169522227,
2024-08-23 13:58:32.266818,2555,0.169510684,
2024-08-23 13:58:33.126291,2556,0.169515506,
2024-08-23 13:58:34.011065,2557,0.16951196,
2024-08-23 13:58:34.867423,2558,0.169481707,
2024-08-23 13:58:35.727370,2559,0.16948822,
2024-08-23 13:58:36.587594,2560,0.169553267,
2024-08-23 13:58:37.451713,2561,0.16950715,
2024-08-23 13:58:38.312459,2562,0.169488728,
2024-08-23 13:58:39.269906,2563,0.169517267,
2024-08-23 13:58:40.245800,2564,0.16948278,
2024-08-23 13:58:41.228145,2565,0.169652492,
2024-08-23 13:58:42.213868,2566,0.169667897,
2024-08-23 13:58:43.189396,2567,0.169717751,
2024-08-23 13:58:44.130675,2568,0.169709088,
2024-08-23 13:58:44.984999,2569,0.169793596,
2024-08-23 13:58:45.847271,2570,0.169767643,
2024-08-23 13:58:46.706774,2571,0.169727916,
2024-08-23 13:58:47.569084,2572,0.169729562,
2024-08-23 13:58:48.424654,2573,0.169695076,
2024-08-23 13:58:49.275359,2574,0.169686416,
2024-08-23 13:58:50.132320,2575,0.169687121,
2024-08-23 13:58:50.986034,2576,0.169643825,
2024-08-23 13:58:51.864630,2577,0.169623825,
2024-08-23 13:58:52.791237,2578,0.169562378,
2024-08-23 13:58:53.768994,2579,0.169545049,
2024-08-23 13:58:54.745536,2580,0.169492115,
2024-08-23 13:58:55.725996,2581,0.169461162,
2024-08-23 13:58:56.706134,2582,0.169389594,
2024-08-23 13:58:57.666482,2583,0.169401955,
2024-08-23 13:58:58.530875,2584,0.169531951,
2024-08-23 13:58:59.388860,2585,0.169492983,
2024-08-23 13:59:00.249737,2586,0.169439926,
2024-08-23 13:59:01.105376,2587,0.169393208,
2024-08-23 13:59:01.965343,2588,0.169404198,
2024-08-23 13:59:02.830335,2589,0.169478506,
2024-08-23 13:59:03.682685,2590,0.1694845,
2024-08-23 13:59:04.547954,2591,0.169484969,
2024-08-23 13:59:05.405071,2592,0.169524236,
2024-08-23 13:59:06.314230,2593,0.169463633,
2024-08-23 13:59:07.289479,2594,0.169498348,
2024-08-23 13:59:08.269295,2595,0.169434949,
2024-08-23 13:59:09.243567,2596,0.169353529,
2024-08-23 13:59:10.228061,2597,0.169359647,
2024-08-23 13:59:11.203710,2598,0.169349925,
2024-08-23 13:59:12.069989,2599,0.169345812,
2024-08-23 13:59:12.925883,2600,0.169409701,
2024-08-23 13:59:13.785317,2601,0.169427481,
2024-08-23 13:59:14.646550,2602,0.169362646,
2024-08-23 13:59:15.503036,2603,0.169288103,
2024-08-23 13:59:16.369014,2604,0.16926486,
2024-08-23 13:59:17.224625,2605,0.169325252,
2024-08-23 13:59:18.090307,2606,0.169338124,
2024-08-23 13:59:18.943916,2607,0.169328206,
2024-08-23 13:59:19.845461,2608,0.169304197,
2024-08-23 13:59:20.829751,2609,0.169245901,
2024-08-23 13:59:21.806445,2610,0.169202779,
2024-08-23 13:59:22.785795,2611,0.169222006,
2024-08-23 13:59:23.761855,2612,0.169267795,
2024-08-23 13:59:24.723630,2613,0.169231473,
2024-08-23 13:59:25.587303,2614,0.169197298,
2024-08-23 13:59:26.444454,2615,0.169222141,
2024-08-23 13:59:27.306016,2616,0.169197871,
2024-08-23 13:59:28.166639,2617,0.169171592,
2024-08-23 13:59:29.023372,2618,0.169151414,
2024-08-23 13:59:29.885868,2619,0.169076225,
2024-08-23 13:59:30.743600,2620,0.169022218,
2024-08-23 13:59:31.600601,2621,0.168976798,
2024-08-23 13:59:32.440187,2622,0.168955101,
2024-08-23 13:59:33.302962,2623,0.168959642,
2024-08-23 13:59:34.283958,2624,0.168956282,
2024-08-23 13:59:35.266903,2625,0.168921404,
2024-08-23 13:59:36.244132,2626,0.168973064,
2024-08-23 13:59:37.226858,2627,0.168965647,
2024-08-23 13:59:38.200805,2628,0.169012491,
2024-08-23 13:59:39.086859,2629,0.169015523,
2024-08-23 13:59:39.945233,2630,0.169004363,
2024-08-23 13:59:40.805513,2631,0.168991439,
2024-08-23 13:59:41.664246,2632,0.16875741,
2024-08-23 13:59:42.524721,2633,0.168693242,
2024-08-23 13:59:43.384180,2634,0.168575258,
2024-08-23 13:59:44.250346,2635,0.16851085,
2024-08-23 13:59:45.103853,2636,0.168491148,
2024-08-23 13:59:45.969375,2637,0.168505126,
2024-08-23 13:59:46.819591,2638,0.168725076,
2024-08-23 13:59:47.786317,2639,0.169857247,
2024-08-23 13:59:48.761723,2640,0.172763764,
2024-08-23 13:59:49.740325,2641,0.177201558,
2024-08-23 13:59:50.719448,2642,0.183115726,
2024-08-23 13:59:51.681418,2643,0.189345743,
2024-08-23 13:59:52.585526,2644,0.195280563,
2024-08-23 13:59:53.442481,2645,0.200596403,
2024-08-23 13:59:54.303336,2646,0.205586084,
2024-08-23 13:59:55.179794,2647,0.2100887,
2024-08-23 13:59:56.049123,2648,0.213916008,
2024-08-23 13:59:56.928318,2649,0.21726032,
2024-08-23 13:59:57.780674,2650,0.220166108,
2024-08-23 13:59:58.640154,2651,0.222592356,
2024-08-23 13:59:59.499891,2652,0.224721449,
2024-08-23 14:00:00.371101,2653,0.226571775,
2024-08-23 14:00:01.384046,2654,0.228210102,
2024-08-23 14:00:02.361344,2655,0.22965929,
2024-08-23 14:00:03.341242,2656,0.230700573,
2024-08-23 14:00:04.323457,2657,0.231500705,
2024-08-23 14:00:05.309090,2658,0.232187296,
2024-08-23 14:00:06.199677,2659,0.232671788,
2024-08-23 14:00:07.057364,2660,0.232853489,
2024-08-23 14:00:07.924993,2661,0.232432552,
2024-08-23 14:00:08.780783,2662,0.226692014,
2024-08-23 14:00:09.639696,2663,0.226489743,
2024-08-23 14:00:10.514870,2664,0.226298959,
2024-08-23 14:00:11.383582,2665,0.226610689,
2024-08-23 14:00:12.238729,2666,0.22663502,
2024-08-23 14:00:13.113356,2667,0.227054262,
2024-08-23 14:00:13.963530,2668,0.227230987,
2024-08-23 14:00:14.921152,2669,0.227418061,
2024-08-23 14:00:15.916823,2670,0.227610959,
2024-08-23 14:00:16.879677,2671,0.228139464,
2024-08-23 14:00:17.859435,2672,0.22847253,
2024-08-23 14:00:18.839109,2673,0.228844429,
2024-08-23 14:00:19.763868,2674,0.229233404,
2024-08-23 14:00:20.617984,2675,0.229462229,
2024-08-23 14:00:21.476726,2676,0.229539102,
2024-08-23 14:00:22.317870,2677,0.229802559,
2024-08-23 14:00:23.191700,2678,0.229879341,
2024-08-23 14:00:24.042319,2679,0.229904858,
2024-08-23 14:00:24.904030,2680,0.230120942,
2024-08-23 14:00:25.763669,2681,0.230229115,
2024-08-23 14:00:26.618819,2682,0.23043364,
2024-08-23 14:00:27.478369,2683,0.230795569,
2024-08-23 14:00:28.454604,2684,0.230624485,
2024-08-23 14:00:29.436087,2685,0.230652111,
2024-08-23 14:00:30.421246,2686,0.230537319,
2024-08-23 14:00:31.398411,2687,0.23077142,
2024-08-23 14:00:32.382834,2688,0.231268082,
2024-08-23 14:00:33.302412,2689,0.231454492,
2024-08-23 14:00:34.164144,2690,0.231420636,
2024-08-23 14:00:35.021064,2691,0.231385455,
2024-08-23 14:00:35.878227,2692,0.231342925,
2024-08-23 14:00:36.735157,2693,0.231285687,
2024-08-23 14:00:37.577541,2694,0.231127268,
2024-08-23 14:00:38.434244,2695,0.231315706,
2024-08-23 14:00:39.307817,2696,0.231410104,
2024-08-23 14:00:40.161029,2697,0.231530192,
2024-08-23 14:00:41.020966,2698,0.231818295,
2024-08-23 14:00:41.958552,2699,0.232035911,
2024-08-23 14:00:42.938647,2700,0.231896384,
2024-08-23 14:00:43.921116,2701,0.23173015,
2024-08-23 14:00:44.893935,2702,0.23179755,
2024-08-23 14:00:45.877071,2703,0.231825104,
2024-08-23 14:00:46.816543,2704,0.231949325,
2024-08-23 14:00:47.676291,2705,0.23214953,
2024-08-23 14:00:48.533696,2706,0.232108879,
2024-08-23 14:00:49.379381,2707,0.231883898,
2024-08-23 14:00:50.241775,2708,0.23191482,
2024-08-23 14:00:51.100096,2709,0.23188701,
2024-08-23 14:00:51.954282,2710,0.231862479,
2024-08-23 14:00:52.819776,2711,0.231899797,
2024-08-23 14:00:53.673912,2712,0.231856443,
2024-08-23 14:00:54.534868,2713,0.231946231,
2024-08-23 14:00:55.459898,2714,0.231881188,
2024-08-23 14:00:56.435973,2715,0.23172862,
2024-08-23 14:00:57.415228,2716,0.232039276,
2024-08-23 14:00:58.399952,2717,0.231946463,
2024-08-23 14:00:59.406189,2718,0.231966728,
2024-08-23 14:01:00.374257,2719,0.232049301,
2024-08-23 14:01:01.236738,2720,0.232135733,
2024-08-23 14:01:02.098722,2721,0.23206632,
2024-08-23 14:01:02.958152,2722,0.232108712,
2024-08-23 14:01:03.815577,2723,0.232164416,
2024-08-23 14:01:04.674494,2724,0.232009745,
2024-08-23 14:01:05.532960,2725,0.231769628,
2024-08-23 14:01:06.381075,2726,0.231928338,
2024-08-23 14:01:07.236848,2727,0.232075449,
2024-08-23 14:01:08.092812,2728,0.231995549,
2024-08-23 14:01:08.998929,2729,0.231885655,
2024-08-23 14:01:09.974284,2730,0.231949441,
2024-08-23 14:01:10.956337,2731,0.23194089,
2024-08-23 14:01:11.934655,2732,0.231931969,
2024-08-23 14:01:12.911796,2733,0.231858968,
2024-08-23 14:01:13.893342,2734,0.23222524,
2024-08-23 14:01:14.758349,2735,0.232221939,
2024-08-23 14:01:15.612266,2736,0.232134467,
2024-08-23 14:01:16.453787,2737,0.232011102,
2024-08-23 14:01:17.331511,2738,0.232133181,
2024-08-23 14:01:18.173289,2739,0.232397347,
2024-08-23 14:01:19.039220,2740,0.232268795,
2024-08-23 14:01:19.891968,2741,0.23237208,
2024-08-23 14:01:20.742481,2742,0.232639451,
2024-08-23 14:01:21.615361,2743,0.232268045,
2024-08-23 14:01:22.517433,2744,0.232323068,
2024-08-23 14:01:23.496933,2745,0.232455766,
2024-08-23 14:01:24.476979,2746,0.232069943,
2024-08-23 14:01:25.466049,2747,0.231985159,
2024-08-23 14:01:26.434090,2748,0.232080609,
2024-08-23 14:01:27.416399,2749,0.232630302,
2024-08-23 14:01:28.299849,2750,0.232704285,
2024-08-23 14:01:29.154824,2751,0.232467626,
2024-08-23 14:01:30.013324,2752,0.232568408,
2024-08-23 14:01:30.871976,2753,0.232355698,
2024-08-23 14:01:31.729326,2754,0.232173439,
2024-08-23 14:01:32.578662,2755,0.232111113,
2024-08-23 14:01:33.437215,2756,0.232857486,
2024-08-23 14:01:34.296362,2757,0.232487974,
2024-08-23 14:01:35.171179,2758,0.232429249,
2024-08-23 14:01:36.073829,2759,0.232232147,
2024-08-23 14:01:37.053320,2760,0.232661719,
2024-08-23 14:01:38.036818,2761,0.232575099,
2024-08-23 14:01:39.026418,2762,0.232389105,
2024-08-23 14:01:39.994102,2763,0.232185207,
2024-08-23 14:01:40.969164,2764,0.23228217,
2024-08-23 14:01:41.829363,2765,0.232267706,
2024-08-23 14:01:42.694381,2766,0.232153736,
2024-08-23 14:01:43.555933,2767,0.232145213,
2024-08-23 14:01:44.429993,2768,0.231969232,
2024-08-23 14:01:45.302042,2769,0.231999259,
2024-08-23 14:01:46.176004,2770,0.232079807,
2024-08-23 14:01:47.035242,2771,0.232086974,
2024-08-23 14:01:47.894671,2772,0.231893056,
2024-08-23 14:01:48.748866,2773,0.231698534,
2024-08-23 14:01:49.632718,2774,0.231935723,
2024-08-23 14:01:50.628873,2775,0.231964618,
2024-08-23 14:01:51.611514,2776,0.232125667,
2024-08-23 14:01:52.633306,2777,0.232101972,
2024-08-23 14:01:53.612788,2778,0.232250297,
2024-08-23 14:01:54.603256,2779,0.231997649,
2024-08-23 14:01:55.454159,2780,0.232150116,
2024-08-23 14:01:56.316276,2781,0.232151371,
2024-08-23 14:01:57.175883,2782,0.231888962,
2024-08-23 14:01:58.034076,2783,0.231556748,
2024-08-23 14:01:58.892344,2784,0.231679012,
2024-08-23 14:01:59.750279,2785,0.231641925,
2024-08-23 14:02:00.701477,2786,0.23178223,
2024-08-23 14:02:01.630677,2787,0.23156352,
2024-08-23 14:02:02.532344,2788,0.231521482,
2024-08-23 14:02:03.482516,2789,0.231666944,
2024-08-23 14:02:04.475096,2790,0.23148861,
2024-08-23 14:02:05.501687,2791,0.231534948,
2024-08-23 14:02:06.535874,2792,0.231819166,
2024-08-23 14:02:07.526642,2793,0.231946491,
2024-08-23 14:02:08.491440,2794,0.23217584,
2024-08-23 14:02:09.367011,2795,0.232043011,
2024-08-23 14:02:10.229154,2796,0.232070857,
2024-08-23 14:02:11.095095,2797,0.231955,
2024-08-23 14:02:11.949621,2798,0.231662313,
2024-08-23 14:02:12.814964,2799,0.231397424,
2024-08-23 14:02:13.672636,2800,0.231555862,
2024-08-23 14:02:14.534535,2801,0.231930531,
2024-08-23 14:02:15.392573,2802,0.231644678,
2024-08-23 14:02:16.282121,2803,0.231518943,
2024-08-23 14:02:17.219871,2804,0.231725964,
2024-08-23 14:02:18.210875,2805,0.231412899,
2024-08-23 14:02:19.208817,2806,0.231295255,
2024-08-23 14:02:20.206210,2807,0.231206396,
2024-08-23 14:02:21.181682,2808,0.230682092,
2024-08-23 14:02:22.146594,2809,0.230872025,
2024-08-23 14:02:23.012298,2810,0.23110531,
2024-08-23 14:02:23.888153,2811,0.231109764,
2024-08-23 14:02:24.748530,2812,0.231201672,
2024-08-23 14:02:25.618215,2813,0.231121021,
2024-08-23 14:02:26.466456,2814,0.230823751,
2024-08-23 14:02:27.337839,2815,0.230894144,
2024-08-23 14:02:28.248260,2816,0.23080561,
2024-08-23 14:02:29.122019,2817,0.230941179,
2024-08-23 14:02:29.972775,2818,0.230734503,
2024-08-23 14:02:30.905906,2819,0.230568103,
2024-08-23 14:02:31.882524,2820,0.230824691,
2024-08-23 14:02:32.846489,2821,0.230988765,
2024-08-23 14:02:33.846955,2822,0.230112838,
2024-08-23 14:02:34.832712,2823,0.229463955,
2024-08-23 14:02:35.776900,2824,0.229802858,
2024-08-23 14:02:36.673290,2825,0.22973164,
2024-08-23 14:02:37.539338,2826,0.229733458,
2024-08-23 14:02:38.395909,2827,0.229590341,
2024-08-23 14:02:39.275607,2828,0.229196698,
2024-08-23 14:02:40.137592,2829,0.229124707,
2024-08-23 14:02:40.986116,2830,0.228556401,
2024-08-23 14:02:41.864609,2831,0.228406522,
2024-08-23 14:02:42.727178,2832,0.227758167,
2024-08-23 14:02:43.587213,2833,0.227266384,
2024-08-23 14:02:44.537439,2834,0.225542981,
2024-08-23 14:02:45.505166,2835,0.229422239,
