UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1723533000,2024-08-13 09:10:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-73.0
1723532940,2024-08-13 09:09:00+0200,57.0,0.0,,,,,,
1723532880,2024-08-13 09:08:00+0200,57.0,0.0,,,,,,
1723532820,2024-08-13 09:07:00+0200,57.0,0.0,,,,,,
1723532760,2024-08-13 09:06:00+0200,57.0,0.0,,,,,,
1723532700,2024-08-13 09:05:00+0200,57.0,0.0,4942.0,25.492,4.197,0.018,9.205,-73.0
1723532640,2024-08-13 09:04:00+0200,57.0,0.0,,,,,,
1723532580,2024-08-13 09:03:00+0200,57.0,0.0,,,,,,
1723532520,2024-08-13 09:02:00+0200,57.0,0.0,,,,,,
1723532460,2024-08-13 09:01:00+0200,57.0,0.0,,,,,,
1723532400,2024-08-13 09:00:00+0200,57.0,0.0,4942.0,25.492,4.198,0.023,9.205,-73.0
1723532340,2024-08-13 08:59:00+0200,57.0,0.0,,,,,,
1723532280,2024-08-13 08:58:00+0200,57.0,0.0,,,,,,
1723532220,2024-08-13 08:57:00+0200,57.0,0.0,,,,,,
1723532160,2024-08-13 08:56:00+0200,57.0,0.0,,,,,,
1723532100,2024-08-13 08:55:00+0200,57.0,0.0,4942.0,25.492,4.197,0.017,9.205,-75.0
1723532040,2024-08-13 08:54:00+0200,57.0,0.0,,,,,,
1723531980,2024-08-13 08:53:00+0200,57.0,0.0,,,,,,
1723531920,2024-08-13 08:52:00+0200,57.0,0.0,,,,,,
1723531860,2024-08-13 08:51:00+0200,57.0,0.0,,,,,,
1723531800,2024-08-13 08:50:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-75.0
1723531740,2024-08-13 08:49:00+0200,57.0,0.0,,,,,,
1723531680,2024-08-13 08:48:00+0200,57.0,0.0,,,,,,
1723531620,2024-08-13 08:47:00+0200,57.0,0.0,,,,,,
1723531560,2024-08-13 08:46:00+0200,57.0,0.0,,,,,,
1723531500,2024-08-13 08:45:00+0200,57.0,0.0,4942.0,25.492,4.198,0.022,9.205,-75.0
1723531440,2024-08-13 08:44:00+0200,57.0,0.0,,,,,,
1723531380,2024-08-13 08:43:00+0200,57.0,0.0,,,,,,
1723531320,2024-08-13 08:42:00+0200,57.0,0.0,,,,,,
1723531260,2024-08-13 08:41:00+0200,57.0,0.0,,,,,,
1723531200,2024-08-13 08:40:00+0200,57.0,0.0,4942.0,25.492,4.197,0.018,9.205,-77.0
1723531140,2024-08-13 08:39:00+0200,57.0,0.0,,,,,,
1723531080,2024-08-13 08:38:00+0200,57.0,0.0,,,,,,
1723531020,2024-08-13 08:37:00+0200,57.0,0.0,,,,,,
1723530960,2024-08-13 08:36:00+0200,57.0,0.0,,,,,,
1723530900,2024-08-13 08:35:00+0200,57.0,0.0,4942.0,25.492,4.198,0.017,9.205,-77.0
1723530840,2024-08-13 08:34:00+0200,57.0,0.0,,,,,,
1723530780,2024-08-13 08:33:00+0200,57.0,0.0,,,,,,
1723530720,2024-08-13 08:32:00+0200,57.0,0.0,,,,,,
1723530660,2024-08-13 08:31:00+0200,57.0,0.0,,,,,,
1723530600,2024-08-13 08:30:00+0200,57.0,0.0,4942.0,25.492,4.198,0.023,9.205,-77.0
1723530540,2024-08-13 08:29:00+0200,57.0,0.0,,,,,,
1723530480,2024-08-13 08:28:00+0200,57.0,0.0,,,,,,
1723530420,2024-08-13 08:27:00+0200,57.0,0.0,,,,,,
1723530360,2024-08-13 08:26:00+0200,57.0,0.0,,,,,,
1723530300,2024-08-13 08:25:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-79.0
1723530240,2024-08-13 08:24:00+0200,57.0,0.0,,,,,,
1723530180,2024-08-13 08:23:00+0200,57.0,0.0,,,,,,
1723530120,2024-08-13 08:22:00+0200,57.0,0.0,,,,,,
1723530060,2024-08-13 08:21:00+0200,57.0,0.0,,,,,,
1723530000,2024-08-13 08:20:00+0200,57.0,0.0,4942.0,25.492,4.197,0.017,9.202,-79.0
1723529940,2024-08-13 08:19:00+0200,57.0,0.0,,,,,,
1723529880,2024-08-13 08:18:00+0200,57.0,0.0,,,,,,
1723529820,2024-08-13 08:17:00+0200,57.0,0.0,,,,,,
1723529760,2024-08-13 08:16:00+0200,57.0,0.0,,,,,,
1723529700,2024-08-13 08:15:00+0200,57.0,0.0,4942.0,25.492,4.198,0.02,9.205,-79.0
1723529640,2024-08-13 08:14:00+0200,57.0,0.0,,,,,,
1723529580,2024-08-13 08:13:00+0200,57.0,0.0,,,,,,
